,seqname,feature,start,end,strand,gene_biotype,Name,locus_tag,old_locus_tag,product
4288,NC_007795.1,gene,2083955,2084398,-,protein_coding,SAOUHSC_02248,SAOUHSC_02248,NA,hypothetical protein
4290,NC_007795.1,gene,2084504,2084941,-,protein_coding,SAOUHSC_02249,SAOUHSC_02249,NA,hypothetical protein
4292,NC_007795.1,gene,2085259,2085849,-,protein_coding,SAOUHSC_02250,SAOUHSC_02250,NA,phage terminase small subunit
4294,NC_007795.1,gene,2085846,2086058,-,protein_coding,SAOUHSC_02251,SAOUHSC_02251,NA,hypothetical protein
4296,NC_007795.1,gene,2086760,2088376,-,protein_coding,groEL,SAOUHSC_02254,NA,chaperonin GroEL
4298,NC_007795.1,gene,2088452,2088736,-,protein_coding,groES,SAOUHSC_02255,NA,co-chaperonin GroES
4300,NC_007795.1,gene,2088911,2089654,+,protein_coding,SAOUHSC_02256,SAOUHSC_02256,NA,hypothetical protein
4302,NC_007795.1,gene,2089679,2090938,-,protein_coding,SAOUHSC_02257,SAOUHSC_02257,NA,hypothetical protein
4304,NC_007795.1,gene,2091135,2091761,+,protein_coding,SAOUHSC_02258,SAOUHSC_02258,NA,hypothetical protein
4306,NC_007795.1,gene,2092122,2092907,+,protein_coding,SAOUHSC_02259,SAOUHSC_02259,NA,hypothetical protein
4308,NC_007795.1,gene,2093504,2093638,-,protein_coding,SAOUHSC_02260,SAOUHSC_02260,NA,delta-hemolysin
4310,NC_007795.1,gene,2093874,2094443,+,protein_coding,SAOUHSC_02261,SAOUHSC_02261,NA,accessory gene regulator protein B
4312,NC_007795.1,gene,2094440,2094580,+,protein_coding,SAOUHSC_02262,SAOUHSC_02262,NA,hypothetical protein
4314,NC_007795.1,gene,2094653,2095897,+,protein_coding,SAOUHSC_02264,SAOUHSC_02264,NA,accessory gene regulator protein C
4316,NC_007795.1,gene,2096006,2096632,+,protein_coding,SAOUHSC_02265,SAOUHSC_02265,NA,accessory gene regulator protein A
4318,NC_007795.1,gene,2096704,2096811,+,protein_coding,SAOUHSC_02266,SAOUHSC_02266,NA,hypothetical protein
4320,NC_007795.1,gene,2096999,2097958,-,protein_coding,SAOUHSC_02267,SAOUHSC_02267,NA,fructokinase
4322,NC_007795.1,gene,2097955,2099439,-,protein_coding,SAOUHSC_02268,SAOUHSC_02268,NA,sucrose-6-phosphate hydrolase
4324,NC_007795.1,gene,2099588,2100538,-,protein_coding,SAOUHSC_02269,SAOUHSC_02269,NA,sucrose operon repressor
4326,NC_007795.1,gene,2100721,2101971,-,protein_coding,SAOUHSC_02270,SAOUHSC_02270,NA,ammonium transporter
4328,NC_007795.1,gene,2102179,2102403,-,protein_coding,SAOUHSC_02271,SAOUHSC_02271,NA,hypothetical protein
4330,NC_007795.1,gene,2102463,2103449,-,protein_coding,SAOUHSC_02272,SAOUHSC_02272,NA,hypothetical protein
4332,NC_007795.1,gene,2103846,2104481,-,protein_coding,SAOUHSC_02273,SAOUHSC_02273,NA,redox-sensing transcriptional repressor Rex
4334,NC_007795.1,gene,2104734,2106662,+,protein_coding,SAOUHSC_02274,SAOUHSC_02274,NA,ABC transporter ATP-binding protein
4336,NC_007795.1,gene,2106807,2106935,-,protein_coding,SAOUHSC_02275,SAOUHSC_02275,NA,hypothetical protein
4338,NC_007795.1,gene,2107024,2108634,+,protein_coding,SAOUHSC_02276,SAOUHSC_02276,NA,MutS domain-containing protein
4340,NC_007795.1,gene,2108736,2109761,-,protein_coding,SAOUHSC_02277,SAOUHSC_02277,NA,DNA-binding/iron metalloprotein/AP endonuclease
4342,NC_007795.1,gene,2109754,2110164,-,protein_coding,SAOUHSC_02278,SAOUHSC_02278,NA,ribosomal-protein-alanine acetyltransferase
4344,NC_007795.1,gene,2110191,2110853,-,protein_coding,SAOUHSC_02279,SAOUHSC_02279,NA,hypothetical protein
4346,NC_007795.1,gene,2110834,2111268,-,protein_coding,SAOUHSC_02280,SAOUHSC_02280,NA,hypothetical protein
4348,NC_007795.1,gene,2111333,2111488,+,protein_coding,SAOUHSC_A02169,SAOUHSC_A02169,NA,hypothetical protein
4350,NC_007795.1,gene,2111806,2113494,+,protein_coding,SAOUHSC_02281,SAOUHSC_02281,NA,dihydroxy-acid dehydratase
4352,NC_007795.1,gene,2113522,2115291,+,protein_coding,SAOUHSC_02282,SAOUHSC_02282,NA,acetolactate synthase large subunit
4354,NC_007795.1,gene,2115291,2115545,+,protein_coding,SAOUHSC_02283,SAOUHSC_02283,NA,acetolactate synthase 1 regulatory subunit
4356,NC_007795.1,gene,2115682,2116686,+,protein_coding,SAOUHSC_02284,SAOUHSC_02284,NA,ketol-acid reductoisomerase
4358,NC_007795.1,gene,2116716,2118245,+,protein_coding,SAOUHSC_02285,SAOUHSC_02285,NA,2-isopropylmalate synthase
4360,NC_007795.1,gene,2118248,2119294,+,protein_coding,SAOUHSC_02286,SAOUHSC_02286,NA,3-isopropylmalate dehydrogenase
4362,NC_007795.1,gene,2119308,2120678,+,protein_coding,SAOUHSC_02287,SAOUHSC_02287,NA,isopropylmalate isomerase large subunit
4364,NC_007795.1,gene,2120679,2121251,+,protein_coding,leuD,SAOUHSC_02288,NA,3-isopropylmalate dehydratase small subunit
4366,NC_007795.1,gene,2121266,2122534,+,protein_coding,SAOUHSC_02289,SAOUHSC_02289,NA,threonine dehydratase
4368,NC_007795.1,gene,2122744,2122858,-,rRNA,SAOUHSC_R00014,SAOUHSC_R00014,NA,NA
4371,NC_007795.1,gene,2122931,2125853,-,rRNA,SAOUHSC_R0009,SAOUHSC_R0009,NA,NA
4374,NC_007795.1,gene,2126400,2127954,-,rRNA,SAOUHSC_R0004,SAOUHSC_R0004,NA,NA
4377,NC_007795.1,gene,2128072,2128145,-,tRNA,SAOUHSC_T00025,SAOUHSC_T00025,NA,NA
4380,NC_007795.1,gene,2128165,2128250,-,tRNA,SAOUHSC_T00034,SAOUHSC_T00034,NA,NA
4383,NC_007795.1,gene,2128216,2128323,-,protein_coding,SAOUHSC_02294,SAOUHSC_02294,NA,hypothetical protein
4385,NC_007795.1,gene,2128897,2129352,-,protein_coding,SAOUHSC_02296,SAOUHSC_02296,NA,hypothetical protein
4387,NC_007795.1,gene,2129345,2131495,-,protein_coding,SAOUHSC_02297,SAOUHSC_02297,NA,S1 RNA-binding domain-containing protein
4389,NC_007795.1,gene,2131929,2132699,-,protein_coding,SAOUHSC_02298,SAOUHSC_02298,NA,RNA polymerase sigma factor SigB
4391,NC_007795.1,gene,2132674,2133183,-,protein_coding,SAOUHSC_02299,SAOUHSC_02299,NA,serine-protein kinase RsbW
4393,NC_007795.1,gene,2133155,2133481,-,protein_coding,SAOUHSC_02300,SAOUHSC_02300,NA,STAS domain-containing protein
4395,NC_007795.1,pseudogene,2133600,2134590,-,pseudogene,SAOUHSC_02301,SAOUHSC_02301,NA,NA
4396,NC_007795.1,gene,2134741,2134974,+,protein_coding,SAOUHSC_A02189,SAOUHSC_A02189,NA,hypothetical protein
4398,NC_007795.1,gene,2134939,2135301,-,protein_coding,SAOUHSC_02303,SAOUHSC_02303,NA,hypothetical protein
4400,NC_007795.1,gene,2135298,2135468,-,protein_coding,SAOUHSC_02304,SAOUHSC_02304,NA,hypothetical protein
4402,NC_007795.1,gene,2135553,2136701,-,protein_coding,SAOUHSC_02305,SAOUHSC_02305,NA,alanine racemase
4404,NC_007795.1,gene,2136767,2137126,-,protein_coding,acpS,SAOUHSC_02306,NA,4'-phosphopantetheinyl transferase
4406,NC_007795.1,gene,2137130,2137621,-,protein_coding,SAOUHSC_02307,SAOUHSC_02307,NA,hypothetical protein
4408,NC_007795.1,gene,2137608,2139191,-,protein_coding,SAOUHSC_02308,SAOUHSC_02308,NA,hypothetical protein
4410,NC_007795.1,gene,2139184,2139663,-,protein_coding,SAOUHSC_02309,SAOUHSC_02309,NA,hypothetical protein
4412,NC_007795.1,gene,2139872,2140432,-,protein_coding,SAOUHSC_02310,SAOUHSC_02310,NA,potassium-transporting ATPase subunit C
4414,NC_007795.1,gene,2140452,2142425,-,protein_coding,SAOUHSC_02311,SAOUHSC_02311,NA,potassium-transporting ATPase subunit B
4416,NC_007795.1,gene,2142498,2144174,-,protein_coding,SAOUHSC_02312,SAOUHSC_02312,NA,potassium-transporting ATPase subunit A
4418,NC_007795.1,gene,2144198,2144308,-,protein_coding,SAOUHSC_02313,SAOUHSC_02313,NA,hypothetical protein
4420,NC_007795.1,gene,2144446,2147103,+,protein_coding,SAOUHSC_02314,SAOUHSC_02314,NA,sensor protein KdpD
4422,NC_007795.1,gene,2147103,2147798,+,protein_coding,SAOUHSC_02315,SAOUHSC_02315,NA,DNA-binding response regulator
4424,NC_007795.1,gene,2148167,2149687,-,protein_coding,SAOUHSC_02316,SAOUHSC_02316,NA,DEAD-box ATP dependent DNA helicase
4426,NC_007795.1,gene,2150204,2151562,-,protein_coding,SAOUHSC_02317,SAOUHSC_02317,NA,UDP-N-acetylmuramoylalanyl-D-glutamyl-2%2C6-diaminopimelate--D-alanyl-D-alanyl ligase
4428,NC_007795.1,gene,2151577,2152647,-,protein_coding,ddl,SAOUHSC_02318,NA,D-alanyl-alanine synthetase A
4430,NC_007795.1,gene,2152965,2154167,+,protein_coding,SAOUHSC_02319,SAOUHSC_02319,NA,hypothetical protein
4432,NC_007795.1,gene,2154431,2154568,-,protein_coding,SAOUHSC_02320,SAOUHSC_02320,NA,hypothetical protein
4434,NC_007795.1,gene,2154696,2154905,-,protein_coding,SAOUHSC_02321,SAOUHSC_02321,NA,hypothetical protein
4436,NC_007795.1,gene,2154917,2155210,-,protein_coding,SAOUHSC_02322,SAOUHSC_02322,NA,hypothetical protein
4438,NC_007795.1,gene,2155376,2156860,+,protein_coding,SAOUHSC_02323,SAOUHSC_02323,NA,cardiolipin synthetase
4440,NC_007795.1,gene,2156888,2157535,+,protein_coding,SAOUHSC_02324,SAOUHSC_02324,NA,hypothetical protein
4442,NC_007795.1,gene,2157595,2157702,-,protein_coding,SAOUHSC_02325,SAOUHSC_02325,NA,hypothetical protein
4444,NC_007795.1,gene,2157710,2157802,-,protein_coding,SAOUHSC_02326,SAOUHSC_02326,NA,hypothetical protein
4446,NC_007795.1,gene,2158348,2159220,-,protein_coding,SAOUHSC_02327,SAOUHSC_02327,NA,hypothetical protein
4448,NC_007795.1,gene,2159306,2159947,-,protein_coding,thiE,SAOUHSC_02328,NA,thiamine-phosphate pyrophosphorylase
4450,NC_007795.1,gene,2159949,2160740,-,protein_coding,SAOUHSC_02329,SAOUHSC_02329,NA,hydroxyethylthiazole kinase
4452,NC_007795.1,gene,2160724,2161554,-,protein_coding,SAOUHSC_02330,SAOUHSC_02330,NA,phosphomethylpyrimidine kinase
4454,NC_007795.1,gene,2161547,2162236,-,protein_coding,SAOUHSC_02331,SAOUHSC_02331,NA,hypothetical protein
4456,NC_007795.1,gene,2162336,2162467,-,protein_coding,SAOUHSC_02332,SAOUHSC_02332,NA,hypothetical protein
4458,NC_007795.1,gene,2162622,2163317,-,protein_coding,SAOUHSC_02333,SAOUHSC_02333,NA,transglycosylase SceD
4460,NC_007795.1,gene,2163706,2164101,-,protein_coding,SAOUHSC_02334,SAOUHSC_02334,NA,bacteriophage L54a single-stranded DNA binding protein
4462,NC_007795.1,gene,2164232,2164735,+,protein_coding,SAOUHSC_02335,SAOUHSC_02335,NA,hypothetical protein
4464,NC_007795.1,gene,2164794,2165234,-,protein_coding,fabZ,SAOUHSC_02336,NA,(3R)-hydroxymyristoyl-ACP dehydratase
4466,NC_007795.1,gene,2165268,2166533,-,protein_coding,SAOUHSC_02337,SAOUHSC_02337,NA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
4468,NC_007795.1,gene,2166644,2166877,-,protein_coding,SAOUHSC_02338,SAOUHSC_02338,NA,hypothetical protein
4470,NC_007795.1,gene,2167009,2167101,-,protein_coding,SAOUHSC_02339,SAOUHSC_02339,NA,hypothetical protein
4472,NC_007795.1,gene,2167439,2167843,-,protein_coding,atpC,SAOUHSC_02340,NA,F0F1 ATP synthase subunit epsilon
4474,NC_007795.1,gene,2167863,2169275,-,protein_coding,SAOUHSC_02341,SAOUHSC_02341,NA,F0F1 ATP synthase subunit beta
4476,NC_007795.1,gene,2169297,2170163,-,protein_coding,SAOUHSC_02343,SAOUHSC_02343,NA,F0F1 ATP synthase subunit gamma
4478,NC_007795.1,gene,2170194,2171702,-,protein_coding,SAOUHSC_02345,SAOUHSC_02345,NA,F0F1 ATP synthase subunit alpha
4480,NC_007795.1,gene,2171724,2172263,-,protein_coding,SAOUHSC_02346,SAOUHSC_02346,NA,F0F1 ATP synthase subunit delta
4482,NC_007795.1,gene,2172263,2172784,-,protein_coding,SAOUHSC_02347,SAOUHSC_02347,NA,F0F1 ATP synthase subunit B
4484,NC_007795.1,gene,2172982,2173194,-,protein_coding,SAOUHSC_02349,SAOUHSC_02349,NA,F0F1 ATP synthase subunit C
4486,NC_007795.1,gene,2173237,2173965,-,protein_coding,SAOUHSC_02350,SAOUHSC_02350,NA,F0F1 ATP synthase subunit A
4488,NC_007795.1,gene,2173986,2174438,-,protein_coding,SAOUHSC_02351,SAOUHSC_02351,NA,hypothetical protein
4490,NC_007795.1,gene,2174506,2175633,-,protein_coding,SAOUHSC_02352,SAOUHSC_02352,NA,UDP-GlcNAc 2-epimerase
4492,NC_007795.1,gene,2175657,2176286,-,protein_coding,upp,SAOUHSC_02353,NA,uracil phosphoribosyltransferase
4494,NC_007795.1,gene,2176314,2177552,-,protein_coding,glyA,SAOUHSC_02354,NA,serine hydroxymethyltransferase
4496,NC_007795.1,gene,2177579,2178103,-,protein_coding,SAOUHSC_02355,SAOUHSC_02355,NA,hypothetical protein
4498,NC_007795.1,gene,2178210,2178629,-,protein_coding,SAOUHSC_02356,SAOUHSC_02356,NA,hypothetical protein
4500,NC_007795.1,gene,2178626,2179723,-,protein_coding,SAOUHSC_02357,SAOUHSC_02357,NA,hypothetical protein
4502,NC_007795.1,gene,2179756,2180508,-,protein_coding,SAOUHSC_02358,SAOUHSC_02358,NA,HemK family modification methylase
4504,NC_007795.1,gene,2180579,2181655,-,protein_coding,prfA,SAOUHSC_02359,NA,peptide chain release factor 1
4506,NC_007795.1,gene,2181656,2182255,-,protein_coding,SAOUHSC_02360,SAOUHSC_02360,NA,thymidine kinase
4508,NC_007795.1,gene,2182602,2182856,-,protein_coding,rpmE2,SAOUHSC_02361,NA,50S ribosomal protein L31 type B
4510,NC_007795.1,gene,2182974,2184290,-,protein_coding,rho,SAOUHSC_02362,NA,transcription termination factor Rho
4512,NC_007795.1,gene,2184537,2185964,-,protein_coding,SAOUHSC_02363,SAOUHSC_02363,NA,aldehyde dehydrogenase
4514,NC_007795.1,gene,2186202,2186537,-,protein_coding,SAOUHSC_02364,SAOUHSC_02364,NA,hypothetical protein
4516,NC_007795.1,gene,2186626,2187885,-,protein_coding,SAOUHSC_02365,SAOUHSC_02365,NA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
4518,NC_007795.1,gene,2188351,2189211,-,protein_coding,SAOUHSC_02366,SAOUHSC_02366,NA,fructose-bisphosphate aldolase
4520,NC_007795.1,gene,2189429,2189950,+,protein_coding,SAOUHSC_02367,SAOUHSC_02367,NA,hypothetical protein
4522,NC_007795.1,gene,2190059,2191669,-,protein_coding,pyrG,SAOUHSC_02368,NA,CTP synthetase
4524,NC_007795.1,gene,2192005,2192535,-,protein_coding,SAOUHSC_02369,SAOUHSC_02369,NA,DNA-directed RNA polymerase subunit delta
4526,NC_007795.1,gene,2192647,2193507,-,protein_coding,SAOUHSC_02370,SAOUHSC_02370,NA,hypothetical protein
4528,NC_007795.1,gene,2193931,2194734,+,protein_coding,SAOUHSC_02371,SAOUHSC_02371,NA,pantothenate kinase
4530,NC_007795.1,gene,2194864,2195535,-,protein_coding,SAOUHSC_02372,SAOUHSC_02372,NA,hypothetical protein
4532,NC_007795.1,gene,2195934,2197127,-,protein_coding,SAOUHSC_02373,SAOUHSC_02373,NA,hypothetical protein
4534,NC_007795.1,gene,2197127,2198311,-,protein_coding,SAOUHSC_02374,SAOUHSC_02374,NA,aminobenzoyl-glutamate utilization protein B
4536,NC_007795.1,gene,2198622,2199092,+,protein_coding,SAOUHSC_02375,SAOUHSC_02375,NA,S-ribosylhomocysteinase
4538,NC_007795.1,gene,2199244,2199594,-,protein_coding,SAOUHSC_02376,SAOUHSC_02376,NA,hypothetical protein
4540,NC_007795.1,gene,2199608,2200909,-,protein_coding,SAOUHSC_02377,SAOUHSC_02377,NA,pyrimidine-nucleoside phosphorylase
4542,NC_007795.1,gene,2200893,2201021,+,protein_coding,SAOUHSC_02378,SAOUHSC_02378,NA,hypothetical protein
4544,NC_007795.1,gene,2201188,2201850,-,protein_coding,SAOUHSC_02379,SAOUHSC_02379,NA,2-deoxyribose-5-phosphate aldolase
4546,NC_007795.1,gene,2202165,2202875,+,protein_coding,deoD,SAOUHSC_02380,NA,purine nucleoside phosphorylase
4548,NC_007795.1,gene,2202996,2203439,-,protein_coding,SAOUHSC_02381,SAOUHSC_02381,NA,hypothetical protein
4550,NC_007795.1,gene,2203639,2204052,-,protein_coding,SAOUHSC_02382,SAOUHSC_02382,NA,hypothetical protein
4552,NC_007795.1,gene,2204510,2205883,-,protein_coding,SAOUHSC_02383,SAOUHSC_02383,NA,hypothetical protein
4554,NC_007795.1,gene,2206555,2206785,-,protein_coding,SAOUHSC_02384,SAOUHSC_02384,NA,hypothetical protein
4556,NC_007795.1,gene,2206816,2207673,-,protein_coding,SAOUHSC_02385,SAOUHSC_02385,NA,mannose-6-phosphate isomerase
4558,NC_007795.1,gene,2207609,2207833,-,protein_coding,SAOUHSC_02386,SAOUHSC_02386,NA,hypothetical protein
4560,NC_007795.1,gene,2208190,2208855,-,protein_coding,SAOUHSC_02387,SAOUHSC_02387,NA,hypothetical protein
4562,NC_007795.1,gene,2209007,2209327,+,protein_coding,SAOUHSC_02388,SAOUHSC_02388,NA,hypothetical protein
4564,NC_007795.1,gene,2209329,2210309,+,protein_coding,SAOUHSC_02389,SAOUHSC_02389,NA,cation efflux family protein
4566,NC_007795.1,gene,2210575,2211666,+,protein_coding,SAOUHSC_02390,SAOUHSC_02390,NA,lytic regulatory protein
4568,NC_007795.1,gene,2212109,2212213,-,protein_coding,SAOUHSC_02391,SAOUHSC_02391,NA,hypothetical protein
4570,NC_007795.1,gene,2212900,2214036,-,protein_coding,SAOUHSC_02393,SAOUHSC_02393,NA,hypothetical protein
4572,NC_007795.1,gene,2214325,2214417,+,protein_coding,SAOUHSC_02394,SAOUHSC_02394,NA,hypothetical protein
4574,NC_007795.1,gene,2215122,2215979,-,protein_coding,SAOUHSC_02396,SAOUHSC_02396,NA,hypothetical protein
4576,NC_007795.1,gene,2216047,2216829,-,protein_coding,SAOUHSC_02397,SAOUHSC_02397,NA,ABC transporter ATP-binding protein
4578,NC_007795.1,gene,2217061,2218866,-,protein_coding,SAOUHSC_02399,SAOUHSC_02399,NA,glucosamine--fructose-6-phosphate aminotransferase
4580,NC_007795.1,gene,2219547,2221085,+,protein_coding,SAOUHSC_02400,SAOUHSC_02400,NA,PTS system mannitol-specific protein
4582,NC_007795.1,gene,2221120,2223252,+,protein_coding,SAOUHSC_02401,SAOUHSC_02401,NA,hypothetical protein
4584,NC_007795.1,gene,2223264,2223698,+,protein_coding,SAOUHSC_02402,SAOUHSC_02402,NA,PTS system mannitol-specific transporter subunit IIA
4586,NC_007795.1,gene,2223698,2224804,+,protein_coding,SAOUHSC_02403,SAOUHSC_02403,NA,mannitol-1-phosphate 5-dehydrogenase
4588,NC_007795.1,gene,2225123,2232559,-,protein_coding,SAOUHSC_02404,SAOUHSC_02404,NA,hypothetical protein
4590,NC_007795.1,gene,2232836,2234191,-,protein_coding,glmM,SAOUHSC_02405,NA,phosphoglucosamine mutase
4592,NC_007795.1,gene,2234218,2235150,-,protein_coding,SAOUHSC_02406,SAOUHSC_02406,NA,hypothetical protein
4594,NC_007795.1,gene,2235152,2235961,-,protein_coding,SAOUHSC_02407,SAOUHSC_02407,NA,hypothetical protein
4596,NC_007795.1,gene,2236150,2237058,-,protein_coding,SAOUHSC_02409,SAOUHSC_02409,NA,arginase
4598,NC_007795.1,pseudogene,2237284,2238603,+,pseudogene,SAOUHSC_02410,SAOUHSC_02410,NA,NA
4599,NC_007795.1,gene,2238622,2238726,+,protein_coding,SAOUHSC_02411,SAOUHSC_02411,NA,hypothetical protein
4601,NC_007795.1,gene,2238714,2238789,-,tRNA,SAOUHSC_T00037,SAOUHSC_T00037,NA,NA
4604,NC_007795.1,gene,2238752,2238868,-,protein_coding,SAOUHSC_02412,SAOUHSC_02412,NA,hypothetical protein
4606,NC_007795.1,gene,2238793,2238867,-,tRNA,SAOUHSC_T00017,SAOUHSC_T00017,NA,NA
4609,NC_007795.1,gene,2238877,2238960,-,tRNA,SAOUHSC_T00058,SAOUHSC_T00058,NA,NA
4612,NC_007795.1,gene,2238990,2239065,-,tRNA,SAOUHSC_T00061,SAOUHSC_T00061,NA,NA
4615,NC_007795.1,gene,2239073,2239144,-,tRNA,SAOUHSC_T00020,SAOUHSC_T00020,NA,NA
4618,NC_007795.1,gene,2239146,2239220,-,tRNA,SAOUHSC_T00010,SAOUHSC_T00010,NA,NA
4621,NC_007795.1,gene,2239231,2239345,-,rRNA,SAOUHSC_R00015,SAOUHSC_R00015,NA,NA
4624,NC_007795.1,gene,2239418,2242340,-,rRNA,SAOUHSC_R00010,SAOUHSC_R00010,NA,NA
4627,NC_007795.1,gene,2242631,2242707,-,tRNA,SAOUHSC_T00029,SAOUHSC_T00029,NA,NA
4630,NC_007795.1,gene,2242800,2244356,-,rRNA,SAOUHSC_R0005,SAOUHSC_R0005,NA,NA
4633,NC_007795.1,gene,2244539,2244724,-,protein_coding,SAOUHSC_02416,SAOUHSC_02416,NA,hypothetical protein
4635,NC_007795.1,pseudogene,2244813,2245879,-,pseudogene,SAOUHSC_02417,SAOUHSC_02417,NA,NA
4636,NC_007795.1,gene,2246027,2247469,-,protein_coding,SAOUHSC_02418,SAOUHSC_02418,NA,hypothetical protein
4638,NC_007795.1,gene,2247791,2248264,-,protein_coding,SAOUHSC_02419,SAOUHSC_02419,NA,hypothetical protein
4640,NC_007795.1,gene,2248363,2249706,-,protein_coding,SAOUHSC_02420,SAOUHSC_02420,NA,hypothetical protein
4642,NC_007795.1,gene,2249883,2250566,-,protein_coding,SAOUHSC_02422,SAOUHSC_02422,NA,hypothetical protein
4644,NC_007795.1,gene,2250585,2251772,-,protein_coding,SAOUHSC_02423,SAOUHSC_02423,NA,UDP-N-acetylglucosamine pyrophosphorylase
4646,NC_007795.1,gene,2251816,2252331,-,protein_coding,SAOUHSC_02424,SAOUHSC_02424,NA,hypothetical protein
4648,NC_007795.1,gene,2252508,2252768,+,protein_coding,SAOUHSC_02425,SAOUHSC_02425,NA,hypothetical protein
4650,NC_007795.1,gene,2252900,2254093,-,protein_coding,SAOUHSC_02426,SAOUHSC_02426,NA,hypothetical protein
4652,NC_007795.1,gene,2254506,2255474,-,protein_coding,SAOUHSC_02427,SAOUHSC_02427,NA,hypothetical protein
4654,NC_007795.1,gene,2255471,2256502,-,protein_coding,SAOUHSC_02428,SAOUHSC_02428,NA,hypothetical protein
4656,NC_007795.1,gene,2256514,2257497,-,protein_coding,SAOUHSC_02430,SAOUHSC_02430,NA,ABC transporter substrate-binding protein
4658,NC_007795.1,gene,2257663,2257788,+,protein_coding,SAOUHSC_02432,SAOUHSC_02432,NA,hypothetical protein
4660,NC_007795.1,gene,2257889,2258959,-,protein_coding,SAOUHSC_02433,SAOUHSC_02433,NA,hypothetical protein
4662,NC_007795.1,gene,2258966,2260723,-,protein_coding,SAOUHSC_02434,SAOUHSC_02434,NA,hypothetical protein
4664,NC_007795.1,gene,2260710,2261903,-,protein_coding,SAOUHSC_02435,SAOUHSC_02435,NA,hypothetical protein
4666,NC_007795.1,gene,2262005,2263981,+,protein_coding,SAOUHSC_02436,SAOUHSC_02436,NA,hypothetical protein
4668,NC_007795.1,pseudogene,2264437,2265849,+,pseudogene,SAOUHSC_02437,SAOUHSC_02437,NA,NA
4669,NC_007795.1,gene,2266097,2266606,-,protein_coding,SAOUHSC_02441,SAOUHSC_02441,NA,alkaline shock protein 23
4671,NC_007795.1,gene,2266669,2266908,-,protein_coding,SAOUHSC_02442,SAOUHSC_02442,NA,hypothetical protein
4673,NC_007795.1,gene,2266921,2267457,-,protein_coding,SAOUHSC_02443,SAOUHSC_02443,NA,hypothetical protein
4675,NC_007795.1,gene,2267632,2269194,-,protein_coding,SAOUHSC_02444,SAOUHSC_02444,NA,BCCT family osmoprotectant transporter
4677,NC_007795.1,gene,2269501,2270502,-,protein_coding,SAOUHSC_02445,SAOUHSC_02445,NA,hypothetical protein
4679,NC_007795.1,gene,2270736,2271737,-,protein_coding,SAOUHSC_02447,SAOUHSC_02447,NA,hypothetical protein
4681,NC_007795.1,gene,2272020,2272904,-,protein_coding,SAOUHSC_02448,SAOUHSC_02448,NA,hypothetical protein
4683,NC_007795.1,gene,2273155,2274567,-,protein_coding,SAOUHSC_02449,SAOUHSC_02449,NA,6-phospho-beta-galactosidase
4685,NC_007795.1,gene,2274585,2276297,-,protein_coding,SAOUHSC_02450,SAOUHSC_02450,NA,PTS system lactose-specific transporter subunit IIBC
4687,NC_007795.1,gene,2276303,2276614,-,protein_coding,SAOUHSC_02451,SAOUHSC_02451,NA,PTS system lactose-specific transporter subunit IIA
4689,NC_007795.1,gene,2276636,2277616,-,protein_coding,SAOUHSC_02452,SAOUHSC_02452,NA,tagatose 1%2C6-diphosphate aldolase
4691,NC_007795.1,gene,2277620,2278552,-,protein_coding,SAOUHSC_02453,SAOUHSC_02453,NA,tagatose-6-phosphate kinase
4693,NC_007795.1,gene,2278565,2279080,-,protein_coding,SAOUHSC_02454,SAOUHSC_02454,NA,galactose-6-phosphate isomerase subunit LacB
4695,NC_007795.1,gene,2279096,2279524,-,protein_coding,SAOUHSC_02455,SAOUHSC_02455,NA,galactose-6-phosphate isomerase subunit LacA
4697,NC_007795.1,gene,2279892,2280683,-,protein_coding,SAOUHSC_02456,SAOUHSC_02456,NA,lactose phosphotransferase system repressor
4699,NC_007795.1,gene,2280889,2281629,+,protein_coding,SAOUHSC_02457,SAOUHSC_02457,NA,NAD-dependent deacetylase
4701,NC_007795.1,gene,2281666,2281827,+,protein_coding,SAOUHSC_A02331,SAOUHSC_A02331,NA,hypothetical protein
4703,NC_007795.1,gene,2281920,2282528,-,protein_coding,SAOUHSC_02458,SAOUHSC_02458,NA,hypothetical protein
4705,NC_007795.1,gene,2282790,2282915,-,protein_coding,SAOUHSC_02459,SAOUHSC_02459,NA,hypothetical protein
4707,NC_007795.1,gene,2283135,2283983,-,protein_coding,SAOUHSC_02460,SAOUHSC_02460,NA,hypothetical protein
4709,NC_007795.1,gene,2284053,2284469,-,protein_coding,SAOUHSC_02461,SAOUHSC_02461,NA,MerR family transcriptional regulator
4711,NC_007795.1,gene,2284713,2284880,+,protein_coding,SAOUHSC_02462,SAOUHSC_02462,NA,hypothetical protein
4713,NC_007795.1,gene,2284877,2287300,+,protein_coding,SAOUHSC_02463,SAOUHSC_02463,NA,hyaluronate lyase
4715,NC_007795.1,gene,2287360,2288214,-,protein_coding,SAOUHSC_02464,SAOUHSC_02464,NA,hypothetical protein
4717,NC_007795.1,gene,2288425,2289240,-,protein_coding,SAOUHSC_02465,SAOUHSC_02465,NA,hypothetical protein
4719,NC_007795.1,gene,2290323,2291027,-,protein_coding,SAOUHSC_02467,SAOUHSC_02467,NA,alpha-acetolactate decarboxylase
4721,NC_007795.1,gene,2291064,2292728,-,protein_coding,SAOUHSC_02468,SAOUHSC_02468,NA,acetolactate synthase
