,seqname,feature,start,end,strand,gene_biotype,Name,locus_tag,old_locus_tag,product
5641,NC_003318.1,gene,594502,595527,+,protein_coding,BME_RS12950,BME_RS12950,BMEII0565,iron ABC transporter substrate-binding protein
5643,NC_003318.1,pseudogene,595662,597887,+,pseudogene,BME_RS12955,BME_RS12955,NA,iron ABC transporter permease
5645,NC_003318.1,gene,597884,598945,+,protein_coding,BME_RS12960,BME_RS12960,BMEII0567,Fe(3+) ions import ATP-binding protein FbpC
5647,NC_003318.1,gene,598966,599766,+,protein_coding,BME_RS12965,BME_RS12965,BMEII0568,inositol monophosphatase
5649,NC_003318.1,gene,599798,600607,-,protein_coding,BME_RS12970,BME_RS12970,BMEII0569,5-deoxy-glucuronate isomerase
5651,NC_003318.1,gene,600611,601513,-,protein_coding,BME_RS12975,BME_RS12975,BMEII0570,myo-inosose-2 dehydratase
5653,NC_003318.1,gene,601517,603340,-,protein_coding,BME_RS12980,BME_RS12980,BMEII0571,3D-(3%2C5/4)-trihydroxycyclohexane-1%2C2-dione acylhydrolase (decyclizing)
5655,NC_003318.1,gene,603373,605277,-,protein_coding,BME_RS12985,BME_RS12985,BMEII0572,5-dehydro-2-deoxygluconokinase
5657,NC_003318.1,gene,605369,606199,-,protein_coding,BME_RS12990,BME_RS12990,BMEII0573,MurR/RpiR family transcriptional regulator
5659,NC_003318.1,gene,606373,607377,+,protein_coding,BME_RS12995,BME_RS12995,BMEII0574,inositol 2-dehydrogenase
5661,NC_003318.1,gene,607418,608542,+,protein_coding,BME_RS13000,BME_RS13000,BMEII0575,DUF1612 domain-containing protein
5663,NC_003318.1,gene,608572,609477,-,protein_coding,BME_RS13005,BME_RS13005,BMEII0576,hydrogen peroxide-inducible genes activator
5665,NC_003318.1,gene,609634,610188,+,protein_coding,BME_RS13010,BME_RS13010,BMEII0577,peroxiredoxin
5667,NC_003318.1,gene,610268,610795,+,protein_coding,BME_RS13015,BME_RS13015,BMEII0578,alkyl hydroperoxide reductase AhpD
5669,NC_003318.1,gene,610873,612153,-,protein_coding,BME_RS13020,BME_RS13020,BMEII0579,MFS transporter
5671,NC_003318.1,pseudogene,612158,612335,-,pseudogene,BME_RS17225,BME_RS17225,NA,transporter
5673,NC_003318.1,gene,612407,612802,+,protein_coding,BME_RS13025,BME_RS13025,NA,hypothetical protein
5675,NC_003318.1,gene,612862,614466,+,protein_coding,BME_RS13030,BME_RS13030,BMEII0580,multicopper oxidase CueO
5677,NC_003318.1,gene,614739,615260,+,protein_coding,BME_RS13035,BME_RS13035,BMEII0581,superoxide dismutase [Cu-Zn]
5679,NC_003318.1,pseudogene,615276,615368,+,pseudogene,BME_RS17230,BME_RS17230,NA,cobalamin biosynthesis protein CbiG
5681,NC_003318.1,gene,615518,615742,-,protein_coding,BME_RS13040,BME_RS13040,NA,FAD-binding oxidoreductase
5683,NC_003318.1,gene,615742,616845,-,protein_coding,BME_RS13045,BME_RS13045,BMEII0582,FAD-binding oxidoreductase
5685,NC_003318.1,gene,617082,618185,+,protein_coding,BME_RS13050,BME_RS13050,BMEII0583,ABC transporter ATP-binding protein
5687,NC_003318.1,gene,618311,619327,+,protein_coding,BME_RS13055,BME_RS13055,BMEII0584,iron ABC transporter substrate-binding protein
5689,NC_003318.1,pseudogene,619348,621118,+,pseudogene,BME_RS13060,BME_RS13060,NA,iron ABC transporter permease
5691,NC_003318.1,gene,621296,621697,+,protein_coding,BME_RS13065,BME_RS13065,BMEII0586,hypothetical protein
5693,NC_003318.1,gene,621767,622111,-,protein_coding,BME_RS13070,BME_RS13070,BMEII0587,TIGR01244 family phosphatase
5695,NC_003318.1,gene,622221,623030,+,protein_coding,BME_RS13075,BME_RS13075,BMEII0588,sulfurtransferase FdhD
5697,NC_003318.1,gene,623031,623507,-,protein_coding,BME_RS13080,BME_RS13080,BMEII0589,6%2C7-dimethyl-8-ribityllumazine synthase 2
5700,NC_003318.1,gene,624394,625659,+,protein_coding,BME_RS13085,BME_RS13085,BMEII0590,sugar-binding periplasmic protein
5702,NC_003318.1,gene,625935,626816,+,protein_coding,BME_RS13090,BME_RS13090,BMEII0591,sugar ABC transporter permease
5704,NC_003318.1,gene,626813,627694,+,protein_coding,BME_RS13095,BME_RS13095,BMEII0592,carbohydrate ABC transporter permease
5706,NC_003318.1,gene,627713,628828,+,protein_coding,BME_RS13100,BME_RS13100,BMEII0593,ABC transporter ATP-binding protein
5708,NC_003318.1,gene,629062,629346,+,protein_coding,BME_RS17235,BME_RS17235,BMEII0595,hypothetical protein
5710,NC_003318.1,gene,629390,630799,+,protein_coding,BME_RS13110,BME_RS13110,BMEII0596,MFS transporter
5712,NC_003318.1,pseudogene,630870,630968,-,pseudogene,BME_RS17240,BME_RS17240,NA,cobalamin biosynthesis protein CbiG
5714,NC_003318.1,gene,630998,631720,-,protein_coding,BME_RS13115,BME_RS13115,BMEII0597,ribosomal RNA large subunit methyltransferase E
5716,NC_003318.1,gene,631722,633251,-,protein_coding,BME_RS13120,BME_RS13120,BMEII0598,Ppx/GppA family phosphatase
5718,NC_003318.1,gene,633460,634221,-,protein_coding,BME_RS13125,BME_RS13125,BMEII0599,amino acid ABC transporter ATP-binding protein
5720,NC_003318.1,gene,634218,634898,-,protein_coding,BME_RS13130,BME_RS13130,BMEII0600,amino acid ABC transporter permease
5722,NC_003318.1,gene,635078,635851,-,protein_coding,BME_RS13135,BME_RS13135,BMEII0601,amino acid ABC transporter substrate-binding protein
5724,NC_003318.1,gene,636137,639751,-,protein_coding,BME_RS13140,BME_RS13140,BMEII0602,5-oxoprolinase
5726,NC_003318.1,gene,639877,640485,+,protein_coding,BME_RS13145,BME_RS13145,BMEII0603,transcriptional regulator
5728,NC_003318.1,gene,640538,641296,-,protein_coding,BME_RS13150,BME_RS13150,BMEII0604,iron ABC transporter ATP-binding protein
5730,NC_003318.1,gene,641293,642246,-,protein_coding,BME_RS13155,BME_RS13155,BMEII0605,enterobactin ABC transporter permease
5732,NC_003318.1,gene,642239,643201,-,protein_coding,BME_RS13160,BME_RS13160,BMEII0606,iron ABC transporter permease
5734,NC_003318.1,gene,643258,644205,-,protein_coding,BME_RS13165,BME_RS13165,BMEII0607,iron ABC transporter substrate-binding protein
5736,NC_003318.1,gene,644508,644693,+,protein_coding,BME_RS17245,BME_RS17245,NA,hypothetical protein
5738,NC_003318.1,pseudogene,644683,646129,-,pseudogene,BME_RS13170,BME_RS13170,BMEII0608,aldehyde dehydrogenase family protein
5740,NC_003318.1,gene,646255,646659,-,protein_coding,BME_RS13175,BME_RS13175,NA,DUF3775 domain-containing protein
5742,NC_003318.1,gene,646788,648443,-,protein_coding,BME_RS13180,BME_RS13180,BMEII0610,FAD-binding dehydrogenase
5744,NC_003318.1,gene,648515,649276,-,protein_coding,BME_RS13185,BME_RS13185,BMEII0611,sulfite exporter TauE/SafE family protein
5746,NC_003318.1,gene,649273,649464,-,protein_coding,BME_RS17250,BME_RS17250,NA,hypothetical protein
5748,NC_003318.1,pseudogene,649449,650223,-,pseudogene,BME_RS13190,BME_RS13190,NA,branched chain amino acid aminotransferase
5750,NC_003318.1,gene,650342,651259,-,protein_coding,BME_RS13195,BME_RS13195,BMEII0614,EamA/RhaT family transporter
5752,NC_003318.1,gene,651517,651654,+,protein_coding,BME_RS13200,BME_RS13200,NA,DUF1127 domain-containing protein
5754,NC_003318.1,gene,652005,652493,+,protein_coding,BME_RS13205,BME_RS13205,BMEII0616,DUF2938 domain-containing protein
5756,NC_003318.1,pseudogene,652931,654223,+,pseudogene,BME_RS13210,BME_RS13210,NA,guanine permease
5758,NC_003318.1,gene,654285,654884,+,protein_coding,BME_RS13215,BME_RS13215,BMEII0619,nucleoside deaminase
5760,NC_003318.1,gene,655088,656734,-,protein_coding,BME_RS13220,BME_RS13220,BMEII0620,SLC13 family permease
5762,NC_003318.1,gene,656996,658051,-,protein_coding,BME_RS13225,BME_RS13225,BMEII0621,ABC transporter ATP-binding protein
5764,NC_003318.1,gene,658051,658572,-,protein_coding,BME_RS17255,BME_RS17255,BMEII0622,sn-glycerol-3-phosphate transport system permease ugpE
5766,NC_003318.1,gene,658548,658898,-,protein_coding,BME_RS17260,BME_RS17260,BMEII0623,hypothetical protein
5768,NC_003318.1,gene,658910,659665,-,protein_coding,BME_RS13235,BME_RS13235,BMEII0624,glycerol-3-phosphate transporter permease
5770,NC_003318.1,gene,659855,661156,-,protein_coding,BME_RS13240,BME_RS13240,BMEII0625,sn-glycerol-3-phosphate-binding periplasmic protein UgpB
5772,NC_003318.1,gene,661489,662529,-,protein_coding,BME_RS13245,BME_RS13245,BMEII0626,membrane dipeptidase
5774,NC_003318.1,gene,662634,664433,+,protein_coding,BME_RS13250,BME_RS13250,BMEII0627,adenine deaminase
5776,NC_003318.1,gene,664434,665150,-,protein_coding,BME_RS13255,BME_RS13255,BMEII0628,ABC transporter ATP-binding protein
5778,NC_003318.1,gene,665147,665896,-,protein_coding,BME_RS13260,BME_RS13260,BMEII0629,ABC transporter ATP-binding protein
5780,NC_003318.1,pseudogene,665893,666880,-,pseudogene,BME_RS13265,BME_RS13265,NA,branched-chain amino acid ABC transporter permease
5782,NC_003318.1,gene,666877,667746,-,protein_coding,BME_RS13270,BME_RS13270,BMEII0632,branched-chain amino acid ABC transporter permease
5784,NC_003318.1,gene,667918,669090,-,protein_coding,BME_RS13275,BME_RS13275,BMEII0633,branched-chain amino acid ABC transporter substrate-binding protein
5786,NC_003318.1,gene,669226,670290,-,protein_coding,BME_RS13280,BME_RS13280,BMEII0634,3-carboxy-cis%2Ccis-muconate cycloisomerase
5788,NC_003318.1,gene,670294,670911,-,protein_coding,BME_RS13285,BME_RS13285,BMEII0635,protocatechuate 3%2C4-dioxygenase subunit alpha
5790,NC_003318.1,gene,670913,671560,-,protein_coding,BME_RS13290,BME_RS13290,BMEII0636,protocatechuate 3%2C4-dioxygenase subunit beta
5792,NC_003318.1,gene,671650,672069,-,protein_coding,BME_RS13295,BME_RS13295,BMEII0637,4-carboxymuconolactone decarboxylase
5794,NC_003318.1,gene,672070,672873,-,protein_coding,BME_RS13300,BME_RS13300,BMEII0638,3-oxoadipate enol-lactonase
5796,NC_003318.1,gene,672967,673875,+,protein_coding,BME_RS13305,BME_RS13305,BMEII0639,pca operon transcription factor PcaQ
5798,NC_003318.1,pseudogene,674286,675455,-,pseudogene,BME_RS13310,BME_RS13310,BMEII0640,4-hydroxybenzoate 3-monooxygenase
5800,NC_003318.1,gene,675568,676485,+,protein_coding,BME_RS13315,BME_RS13315,BMEII0641,AraC family transcriptional regulator
5802,NC_003318.1,gene,676492,677262,-,protein_coding,BME_RS13320,BME_RS13320,BMEII0642,IclR family transcriptional regulator
5804,NC_003318.1,pseudogene,677446,678154,+,pseudogene,BME_RS17265,BME_RS17265,NA,3-oxoadipate CoA-transferase
5806,NC_003318.1,gene,678151,678840,+,protein_coding,BME_RS13335,BME_RS13335,BMEII0645,CoA transferase subunit B
5808,NC_003318.1,gene,678849,679202,+,protein_coding,BME_RS13340,BME_RS13340,BMEII0646,acetyl-CoA acetyltransferase
5810,NC_003318.1,gene,679709,680614,+,protein_coding,BME_RS13345,BME_RS13345,NA,AraC family transcriptional regulator
5812,NC_003318.1,gene,680715,680996,-,protein_coding,BME_RS13350,BME_RS13350,BMEII0649,hypothetical protein
5814,NC_003318.1,gene,681164,681238,+,tRNA,BME_RS13355,BME_RS13355,BMEIIt10,NA
5817,NC_003318.1,gene,681372,682079,-,protein_coding,BME_RS13360,BME_RS13360,BMEII0650,DNA polymerase III subunit epsilon
5819,NC_003318.1,gene,682140,682337,-,protein_coding,BME_RS13365,BME_RS13365,NA,hypothetical protein
5821,NC_003318.1,gene,682484,682672,-,protein_coding,BME_RS13370,BME_RS13370,NA,hypothetical protein
5823,NC_003318.1,gene,682817,683122,-,protein_coding,BME_RS13375,BME_RS13375,BMEII0652,hypothetical protein
5825,NC_003318.1,gene,683263,683640,+,protein_coding,BME_RS13380,BME_RS13380,BMEII0653,endonuclease V
5827,NC_003318.1,gene,684539,685261,+,protein_coding,BME_RS13385,BME_RS13385,BMEII0654,GGDEF domain-containing protein
5829,NC_003318.1,gene,685527,685600,-,tRNA,BME_RS13390,BME_RS13390,BMEIIt11,NA
5832,NC_003318.1,gene,685790,687979,-,protein_coding,BME_RS13395,BME_RS13395,BMEII0655,alkaline phosphatase
5834,NC_003318.1,gene,688150,689487,-,protein_coding,BME_RS13400,BME_RS13400,BMEII0656,DNA polymerase IV
5836,NC_003318.1,pseudogene,689938,690446,+,pseudogene,BME_RS13405,BME_RS13405,NA,nucleoside diphosphate kinase regulator
5838,NC_003318.1,gene,690502,690789,-,protein_coding,BME_RS13410,BME_RS13410,BMEII0658,DUF3572 domain-containing protein
5840,NC_003318.1,gene,690970,691341,+,protein_coding,BME_RS13415,BME_RS13415,BMEII0659,two-component system response regulator
5842,NC_003318.1,gene,691462,692847,+,protein_coding,BME_RS13420,BME_RS13420,BMEII0660,PleD family two-component system response regulator
5844,NC_003318.1,gene,692954,693121,-,protein_coding,BME_RS13425,BME_RS13425,BMEII0661,50S ribosomal protein L33
5846,NC_003318.1,gene,693280,694422,-,protein_coding,BME_RS13430,BME_RS13430,BMEII0662,MFS transporter
5848,NC_003318.1,gene,694497,695228,-,protein_coding,BME_RS13435,BME_RS13435,BMEII0663,NUDIX hydrolase
5850,NC_003318.1,gene,695237,695614,-,protein_coding,BME_RS13440,BME_RS13440,NA,DUF983 domain-containing protein
5852,NC_003318.1,gene,695697,698048,-,protein_coding,BME_RS13445,BME_RS13445,BMEII0665,ribonuclease R
5854,NC_003318.1,gene,698052,700685,-,protein_coding,BME_RS13450,BME_RS13450,BMEII0666,type I DNA topoisomerase
5856,NC_003318.1,gene,701118,702299,-,protein_coding,BME_RS13460,BME_RS13460,BMEII0667,DNA-protecting protein DprA
5858,NC_003318.1,gene,702296,702901,-,protein_coding,BME_RS13465,BME_RS13465,BMEII0668,glycerol-3-phosphate acyltransferase
5860,NC_003318.1,gene,702976,704262,-,protein_coding,BME_RS13470,BME_RS13470,BMEII0669,dihydroorotase
5862,NC_003318.1,gene,704259,705227,-,protein_coding,BME_RS13475,BME_RS13475,BMEII0670,aspartate carbamoyltransferase
5864,NC_003318.1,gene,705411,707039,+,protein_coding,BME_RS13480,BME_RS13480,BMEII0671,acyl-CoA dehydrogenase
5866,NC_003318.1,gene,707024,707512,-,protein_coding,BME_RS13485,BME_RS13485,BMEII0672,Holliday junction resolvase RuvX
5868,NC_003318.1,gene,707612,708325,+,protein_coding,BME_RS13490,BME_RS13490,BMEII0673,metal-dependent hydrolase
5870,NC_003318.1,gene,708420,708707,+,protein_coding,BME_RS13495,BME_RS13495,BMEII0674,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit C
5872,NC_003318.1,gene,708766,710247,+,protein_coding,gatA,BME_RS13500,BMEII0675,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit A
5874,NC_003318.1,gene,710272,710496,+,protein_coding,BME_RS17270,BME_RS17270,NA,hypothetical protein
5876,NC_003318.1,gene,710669,712768,-,protein_coding,BME_RS13510,BME_RS13510,BMEII0676,DNA topoisomerase IV subunit B
5878,NC_003318.1,gene,713073,714002,+,protein_coding,BME_RS13515,BME_RS13515,BMEII0677,membrane protein
5880,NC_003318.1,gene,714006,714755,-,protein_coding,BME_RS13520,BME_RS13520,BMEII0678,lipoate-protein ligase B
5882,NC_003318.1,gene,714928,716397,-,protein_coding,BME_RS13525,BME_RS13525,BMEII0679,histidine kinase
5884,NC_003318.1,gene,716637,717137,+,protein_coding,BME_RS13530,BME_RS13530,NA,BA14K family protein
5886,NC_003318.1,gene,717119,717367,+,protein_coding,BME_RS17275,BME_RS17275,BMEII0680,hypothetical protein
5888,NC_003318.1,gene,717481,717556,+,tRNA,BME_RS13535,BME_RS13535,BMEIIt12,NA
5891,NC_003318.1,gene,717641,718801,-,protein_coding,BME_RS13540,BME_RS13540,BMEII0681,virulence factor family protein
5893,NC_003318.1,gene,719050,721668,-,protein_coding,BME_RS13545,BME_RS13545,BMEII0682,bifunctional lysylphosphatidylglycerol flippase/synthetase MprF
5895,NC_003318.1,gene,721856,722602,+,protein_coding,BME_RS13550,BME_RS13550,BMEII0683,cytochrome c biogenesis protein CcdA
5897,NC_003318.1,gene,722684,724048,+,protein_coding,BME_RS13555,BME_RS13555,BMEII0684,bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase
5899,NC_003318.1,gene,724152,725975,+,protein_coding,BME_RS13560,BME_RS13560,BMEII0685,glutamine--fructose-6-phosphate aminotransferase
5901,NC_003318.1,gene,726130,728238,-,protein_coding,BME_RS13565,BME_RS13565,BMEII0686,DNA helicase RecG
5903,NC_003318.1,gene,728389,728682,+,protein_coding,BME_RS13570,BME_RS13570,BMEII0687,succinate dehydrogenase assembly factor 2 family protein
5905,NC_003318.1,gene,728693,732205,+,protein_coding,BME_RS13575,BME_RS13575,BMEII0688,transcription-repair coupling factor
5907,NC_003318.1,gene,732277,732696,+,protein_coding,BME_RS13580,BME_RS13580,BMEII0689,FosX/FosE/FosI family fosfomycin resistance thiol transferase
5909,NC_003318.1,gene,732874,733548,-,protein_coding,BME_RS13585,BME_RS13585,BMEII0690,DsbA family protein
5911,NC_003318.1,gene,733718,735565,-,protein_coding,BME_RS13590,BME_RS13590,BMEII0691,ABC transporter substrate-binding protein
5913,NC_003318.1,gene,735910,736527,+,protein_coding,BME_RS13595,BME_RS13595,BMEII0692,invasion associated locus B family protein
5915,NC_003318.1,gene,736660,736998,-,protein_coding,BME_RS13600,BME_RS13600,BMEII0693,heat shock protein HspQ
5917,NC_003318.1,gene,737071,738315,-,protein_coding,BME_RS13605,BME_RS13605,BMEII0694,2-octaprenyl-6-methoxyphenyl hydroxylase
5919,NC_003318.1,gene,738615,739445,+,protein_coding,BME_RS13610,BME_RS13610,BMEII0695,phosphatidylcholine synthase
5921,NC_003318.1,gene,739442,740158,+,protein_coding,BME_RS13615,BME_RS13615,BMEII0696,quinone oxidoreductase
5923,NC_003318.1,gene,740234,740416,+,protein_coding,BME_RS13620,BME_RS13620,BMEII0697,quinone oxidoreductase
5925,NC_003318.1,gene,740520,742082,+,protein_coding,BME_RS13625,BME_RS13625,BMEII0698,ABC transporter ATP-binding protein
5927,NC_003318.1,pseudogene,742082,743163,+,pseudogene,BME_RS13630,BME_RS13630,BMEII0699,sugar ABC transporter permease
5929,NC_003318.1,gene,743168,744088,+,protein_coding,BME_RS13635,BME_RS13635,BMEII0701,ABC transporter permease
5931,NC_003318.1,gene,744171,745238,+,protein_coding,BME_RS13640,BME_RS13640,BMEII0702,BMP family ABC transporter substrate-binding protein
5933,NC_003318.1,gene,745378,746691,-,protein_coding,BME_RS13645,BME_RS13645,BMEII0703,30S ribosomal protein S12 methylthiotransferase RimO
5935,NC_003318.1,gene,746855,747340,-,protein_coding,BME_RS13650,BME_RS13650,BMEII0704,bacterioferritin
5937,NC_003318.1,gene,747306,747617,-,protein_coding,BME_RS13655,BME_RS13655,BMEII0705,(2Fe-2S)-binding protein
5939,NC_003318.1,gene,748073,748387,-,protein_coding,BME_RS13660,BME_RS13660,BMEII0706,antibiotic biosynthesis monooxygenase
5941,NC_003318.1,gene,748504,748965,-,protein_coding,BME_RS13665,BME_RS13665,BMEII0707,transcriptional regulator
5943,NC_003318.1,gene,749211,749669,-,protein_coding,BME_RS13670,BME_RS13670,BMEII0708,YbaK/EbsC family protein
5945,NC_003318.1,gene,749928,750017,+,tRNA,BME_RS13675,BME_RS13675,BMEIIt13,NA
5948,NC_003318.1,gene,750142,750549,-,protein_coding,BME_RS13680,BME_RS13680,BMEII0709,hypothetical protein
5950,NC_003318.1,gene,750895,751218,+,protein_coding,BME_RS13685,BME_RS13685,NA,hypothetical protein
5952,NC_003318.1,pseudogene,751315,751673,+,pseudogene,BME_RS13690,BME_RS13690,BMEII0710,IS5/IS1182 family transposase
5954,NC_003318.1,gene,751758,752225,+,protein_coding,BME_RS13695,BME_RS13695,BMEII0711,IS66 family insertion sequence hypothetical protein
5956,NC_003318.1,gene,752222,752575,+,protein_coding,BME_RS13700,BME_RS13700,BMEII0712,IS66 family insertion sequence hypothetical protein
5958,NC_003318.1,pseudogene,752625,753599,+,pseudogene,BME_RS13705,BME_RS13705,BMEII0713,transposase
5960,NC_003318.1,gene,753510,754274,-,protein_coding,BME_RS17280,BME_RS17280,BMEII0714,transposase
5962,NC_003318.1,gene,754193,754798,+,protein_coding,BME_RS13715,BME_RS13715,BMEII0715,YecA family protein
5964,NC_003318.1,pseudogene,754865,755281,+,pseudogene,BME_RS17285,BME_RS17285,NA,IS5/IS1182 family transposase
5966,NC_003318.1,gene,755374,757398,+,protein_coding,BME_RS13725,BME_RS13725,BMEII0717,hypothetical protein
5968,NC_003318.1,gene,757373,757741,+,protein_coding,BME_RS13730,BME_RS13730,BMEII0718,IS5/IS1182 family transposase
5970,NC_003318.1,pseudogene,757738,758131,+,pseudogene,BME_RS17290,BME_RS17290,BMEII0719,IS5/IS1182 family transposase
5972,NC_003318.1,pseudogene,758498,759720,+,pseudogene,BME_RS13735,BME_RS13735,NA,AraC family transcriptional regulator
5974,NC_003318.1,gene,759754,760080,+,protein_coding,BME_RS13740,BME_RS13740,BMEII0722,hypothetical protein
5976,NC_003318.1,gene,760197,760694,-,protein_coding,BME_RS13745,BME_RS13745,BMEII0723,DUF995 domain-containing protein
5978,NC_003318.1,gene,760811,761542,-,protein_coding,BME_RS13750,BME_RS13750,NA,mannan endo-1%2C4-beta-mannosidase
5980,NC_003318.1,gene,761512,761754,-,protein_coding,BME_RS17295,BME_RS17295,BMEII0725,hypothetical protein
5982,NC_003318.1,gene,761804,762349,-,protein_coding,BME_RS13755,BME_RS13755,BMEII0726,DUF995 domain-containing protein
5984,NC_003318.1,gene,762339,763763,-,protein_coding,BME_RS13760,BME_RS13760,BMEII0727,UDP-glucose/GDP-mannose dehydrogenase family protein
5986,NC_003318.1,pseudogene,763778,765614,-,pseudogene,BME_RS13765,BME_RS13765,NA,N-acetylglucosaminyltransferase
5988,NC_003318.1,gene,765611,766597,-,protein_coding,BME_RS13770,BME_RS13770,BMEII0730,UDP-glucose 4-epimerase GalE
5990,NC_003318.1,gene,766597,767193,-,protein_coding,BME_RS13775,BME_RS13775,BMEII0731,dTDP-glucose 4%2C6-dehydratase
5992,NC_003318.1,pseudogene,767148,767347,+,pseudogene,BME_RS17300,BME_RS17300,BMEII0732,hypothetical protein
5994,NC_003318.1,gene,767435,767782,+,protein_coding,BME_RS13780,BME_RS13780,BMEII0733,hypothetical protein
5996,NC_003318.1,gene,768209,769786,+,protein_coding,BME_RS13785,BME_RS13785,BMEII0734,peptide ABC transporter substrate-binding protein
5998,NC_003318.1,gene,769898,771475,+,protein_coding,BME_RS13790,BME_RS13790,BMEII0735,peptide ABC transporter substrate-binding protein
6000,NC_003318.1,gene,771690,772613,+,protein_coding,BME_RS13795,BME_RS13795,BMEII0736,ABC transporter
6002,NC_003318.1,gene,772606,773739,+,protein_coding,BME_RS13800,BME_RS13800,BMEII0737,peptide ABC transporter permease
6004,NC_003318.1,gene,773741,775351,+,protein_coding,BME_RS13805,BME_RS13805,BMEII0738,ABC transporter ATP-binding protein
6006,NC_003318.1,gene,775433,776071,+,protein_coding,BME_RS13810,BME_RS13810,BMEII0739,DNA oxidative demethylase AlkB
6008,NC_003318.1,pseudogene,776142,776231,-,pseudogene,BME_RS17305,BME_RS17305,NA,cobalamin biosynthesis protein CbiG
6010,NC_003318.1,gene,776230,777540,-,protein_coding,BME_RS13815,BME_RS13815,BMEII0740,MFS transporter
6012,NC_003318.1,gene,777787,778809,+,protein_coding,BME_RS13820,BME_RS13820,BMEII0741,S58 family peptidase
6014,NC_003318.1,gene,779104,781569,+,protein_coding,BME_RS13825,BME_RS13825,NA,DNA translocase FtsK
6016,NC_003318.1,gene,781837,782016,+,protein_coding,BME_RS17310,BME_RS17310,NA,hypothetical protein
6018,NC_003318.1,gene,782032,782241,+,protein_coding,BME_RS17315,BME_RS17315,NA,hypothetical protein
6020,NC_003318.1,gene,782263,783024,+,protein_coding,BME_RS13830,BME_RS13830,BMEII0743,SURF1 family protein
6022,NC_003318.1,pseudogene,783013,784398,-,pseudogene,BME_RS13835,BME_RS13835,NA,dihydrolipoyl dehydrogenase
6024,NC_003318.1,gene,784412,785707,-,protein_coding,BME_RS13840,BME_RS13840,BMEII0746,2-oxo acid dehydrogenase subunit E2
6026,NC_003318.1,gene,785708,786721,-,protein_coding,BME_RS13845,BME_RS13845,BMEII0747,alpha-ketoacid dehydrogenase subunit beta
6028,NC_003318.1,gene,786825,788057,-,protein_coding,BME_RS13850,BME_RS13850,BMEII0748,3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) subunit alpha
6030,NC_003318.1,gene,788354,788605,-,protein_coding,BME_RS13855,BME_RS13855,BMEII0749,hypothetical protein
6032,NC_003318.1,gene,788658,789659,-,protein_coding,BME_RS13860,BME_RS13860,BMEII0750,ABC transporter ATP-binding protein
6034,NC_003318.1,gene,789689,790759,-,protein_coding,BME_RS13865,BME_RS13865,BMEII0751,gfo/Idh/MocA family oxidoreductase
6036,NC_003318.1,gene,790756,791595,-,protein_coding,BME_RS13870,BME_RS13870,BMEII0752,carbohydrate ABC transporter permease
6038,NC_003318.1,gene,791608,792552,-,protein_coding,BME_RS13875,BME_RS13875,BMEII0753,sugar ABC transporter permease
6040,NC_003318.1,pseudogene,792925,794184,-,pseudogene,BME_RS17320,BME_RS17320,NA,sugar ABC transporter substrate-binding protein
6042,NC_003318.1,gene,794181,794369,-,protein_coding,BME_RS17325,BME_RS17325,NA,hypothetical protein
6044,NC_003318.1,gene,794533,795420,+,protein_coding,BME_RS13890,BME_RS13890,BMEII0756,N-acetylglucosamine kinase
6046,NC_003318.1,gene,795417,796190,+,protein_coding,BME_RS13895,BME_RS13895,BMEII0757,GntR family transcriptional regulator
6048,NC_003318.1,gene,796241,796396,-,protein_coding,BME_RS13900,BME_RS13900,BMEII0758,cytochrome bd-I oxidase subunit CydX
6050,NC_003318.1,pseudogene,796413,797565,-,pseudogene,BME_RS13905,BME_RS13905,BMEII0759,cytochrome d ubiquinol oxidase subunit II
6052,NC_003318.1,gene,797571,799148,-,protein_coding,BME_RS13910,BME_RS13910,BMEII0760,cytochrome bd oxidase subunit I
6054,NC_003318.1,gene,799291,800973,-,protein_coding,BME_RS13915,BME_RS13915,BMEII0761,thiol reductant ABC exporter subunit CydC
6056,NC_003318.1,gene,800970,802706,-,protein_coding,BME_RS13920,BME_RS13920,BMEII0762,thiol reductant ABC exporter subunit CydD
6058,NC_003318.1,gene,802703,803239,-,protein_coding,BME_RS13925,BME_RS13925,BMEII0763,GbsR/MarR family transcriptional regulator
6060,NC_003318.1,gene,803315,803647,-,protein_coding,BME_RS17330,BME_RS17330,BMEII0764,hypothetical protein
6062,NC_003318.1,gene,803664,804026,-,protein_coding,BME_RS13930,BME_RS13930,BMEII0765,cation:proton antiporter
6064,NC_003318.1,gene,804023,804304,-,protein_coding,BME_RS13935,BME_RS13935,BMEII0766,K+/H+ antiporter subunit F
6066,NC_003318.1,gene,804301,804816,-,protein_coding,BME_RS13940,BME_RS13940,BMEII0767,Na+/H+ antiporter subunit E
6068,NC_003318.1,gene,804813,806441,-,protein_coding,BME_RS13945,BME_RS13945,BMEII0768,monovalent cation/H+ antiporter subunit D
6070,NC_003318.1,gene,806444,806782,-,protein_coding,BME_RS13950,BME_RS13950,BMEII0769,Na+/H+ antiporter subunit C
6072,NC_003318.1,gene,806782,809700,-,protein_coding,BME_RS13955,BME_RS13955,BMEII0770,monovalent cation/H+ antiporter subunit A
